2023-12-18 17:12:430 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:452 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (31b87bae0494249f61769e8e1f7172e8)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 21:12:48 INFO  AddUserPage :75 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 21:12:237 INFO  AddUserPage :89 - Clicking on search button [[ChromeDriver: chrome on windows (31b87bae0494249f61769e8e1f7172e8)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 21:12:531 INFO  AddUserPage :94 - Verifying Result Text: [[ChromeDriver: chrome on windows (31b87bae0494249f61769e8e1f7172e8)] -> xpath: //div[@class='orangehrm-paper-container']/div[2]/div[1]/span[1]]
2023-12-19 21:12:986 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:259 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:360 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:349 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 21:12:713 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 21:12:740 INFO  ViewSystemUsersPage :76 - Clicking on Add button: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2023-12-19 21:12:405 INFO  ViewSystemUsersPage :81 - Verifying User added text: Add User
2023-12-19 21:12:950 INFO  ViewSystemUsersPage :86 - Selecting Admin from Admin dropdown: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Admin')]'
2023-12-19 21:12:690 INFO  ViewSystemUsersPage :94 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-12-19 21:12:460 INFO  ViewSystemUsersPage :101 - Entering User: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[4]/div[1]/div[2]/input[1]]
2023-12-19 21:12:136 INFO  ViewSystemUsersPage :114 - Selecting Status Enable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Enabled')]'
2023-12-19 21:12:368 INFO  ViewSystemUsersPage :122 - Entering Password: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 21:12:459 INFO  ViewSystemUsersPage :127 - Entering Confirm Password: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[2]/div[1]/div[2]/input[1]]
2023-12-19 21:12:604 INFO  ViewSystemUsersPage :132 - Clicking on Save: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 21:12:205 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 21:12:896 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 21:12:568 INFO  AddUserPage :82 - Selecting Status Disable: [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //div[contains(text(),'Enabled')]]
2023-12-19 21:12:759 INFO  AddUserPage :89 - Clicking on search button [[ChromeDriver: chrome on windows (bc324d5553bd3ba92ab98e5c177c3666)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 21:12:902 INFO  AddUserPage :99 - Clicking on Checkbox: Proxy element for: DefaultElementLocator 'By.xpath: //body/div[@id='app']/div[1]/div[2]/div[2]/div[1]/div[2]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/span[1]/i[1]'
2023-12-19 21:12:595 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:872 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:987 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (eec5d0eae8153de0e5ae0a1932d8e135)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:892 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (eec5d0eae8153de0e5ae0a1932d8e135)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 21:12:485 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (eec5d0eae8153de0e5ae0a1932d8e135)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 21:12:551 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (eec5d0eae8153de0e5ae0a1932d8e135)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 21:12:170 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (eec5d0eae8153de0e5ae0a1932d8e135)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 21:12:855 INFO  AddUserPage :75 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 21:12:157 INFO  AddUserPage :121 - Clicking on search button: [[ChromeDriver: chrome on windows (eec5d0eae8153de0e5ae0a1932d8e135)] -> xpath: //div[@class='oxd-table-filter-area']/form[1]/div[2]/button[2]]
2023-12-19 21:12:465 INFO  AddUserPage :126 - Verifying No Record Found: [[ChromeDriver: chrome on windows (eec5d0eae8153de0e5ae0a1932d8e135)] -> xpath: //div[@class='orangehrm-horizontal-padding orangehrm-vertical-padding']]
